Name der Klinik,Bewertung,Sternebewertung,Zufriedenheit,Polarity Level,Polarity Stimmung
Krankenhaus Winsen,"Gut finde ich die Menschlichkeit, Freundlichkeit und Hilfsbereitschaft des Personals in der Notaufnahme und auf der Geburtenstation. Mit anderen Bereichen habe ich keine Erfahrungen gemacht. Verbesserungswürdig finde ich die Wartezeit in der Notaufnahme.",4,Positiv,0.3333333333333333,Positiv
Krankenhaus Winsen,"Dieses Krankenhaus ist für mich eines der Besten. Kompetente Ärzte,tolle Krankenschwestern und Pfleger. Ich bin jedesmal sehr erfreut wenn ich hier sein muss das es immer wieder verbessert wird. An die Küche geht ein besonderer Dank. Danke das ihr Alle Euer bestes gebt. Und das jeden Tag!!!!!",5,Positiv,0.2642857142857143,Positiv
Krankenhaus Winsen,"Hatte heute OP Termin. Super nette Schwestern, Pfleger und Ärzte. Habe mich sehr gut aufgehoben gefühlt. Brauchte auch keine Beruhigungstablette 😃 Danke",5,Positiv,0.5,Positiv
Krankenhaus Winsen,"Wenn ich könnte würde ich kein Stern vergeben. Tiefe Schnittwunde. Nach 45min warten zu hören „na da können wir auch nichts machen, sie müssen in ein anderes Krankenhaus“ fiel mir die Kinnlade runter. Nie wieder betrete ich das Krankenhaus.",1,Negativ,0.175,Positiv
Krankenhaus Winsen,"Aktuell liege ich noch hier, werde aber morgen entlassen 👍🏼 Ich kann nichts negatives berichten! Von der Aufnahme, geplante Op bis hin jetzt zur Entlassung alles bestens! Dankeschön an Dr. Raimund, die Station 6D und ebenfalls ein großes Lob an die Küche!!! 👍🏼😊",5,Positiv,0.0,Negativ
Krankenhaus Winsen,"Supernettes Personal, besonders der Empfang der heute da war !!! Dank der Kinder waren wir öfter in der Notaufnahme, auch heute in C Zeiten waren alle nett und entspannt. Sollte uns mal was passieren, nur dahin. Danke an die Nachtschicht !",5,Positiv,0.2125,Positiv
Krankenhaus Winsen,"Super freundliches (Pflege-) Personal und Ärzte, trotz Lockdown - ich war im Dezember 2020 dort. Ich habe mich dort gut aufgehoben und umsorgt gefühlt (Orthopädie, Station 6)! Auch das Essen war sehr gut. Ich würde mich immer wieder dort in stationäre Behandlung begeben!",5,Positiv,0.7125,Positiv
Krankenhaus Winsen,"Ich fand es SUPER, denn das Team der Gynäkologen ist super. Super freundlich, super Behandlung und super Op. Ich muss dort nicht lange warten und es gibt genug Parkplätze.",5,Positiv,0.9,Positiv
Krankenhaus Winsen,"Ich bin schnell dran gekommen. Platzwunde wurde versorgt. Arztbrief direkt mitbekommen. Nette Begrüßung in der ZNA. Schnelle Anamnese. Geduldiger Chirurg. Einzig zu bemängeln ist, dass die Wunde nur geklebt wurde, anstatt zu nähen. Leider hat das kleben nichts gebracht und nun bleibt die Narbe im Gesicht. Daher nur drei Sterne.",3,Positiv,0.15555555555555556,Positiv
Krankenhaus Winsen,Freundliches und kompetentes Personal. Die untersuchenden Ärzte waren auskunftsbereit und deutlich in ihren Äusserungen,5,Positiv,0.5,Positiv
Krankenhaus Winsen,Leider geht ja nur ein Stern ist weniger Wert!!!!! Man wartet ruhig auch mal 8std auf einen Arzt oder das man untersucht wird. Es wird vertröstet das man ja total überarbeit ist. Manche der Mitarbeiter freundlich das aber die Ausnahme der Rest unfreundlich und teilweise sogar frech. Das Krankenhaus ist ein schlechter witz. Die Krankenhaus Leitung sollte sich mal nach neuem Personal umschauen!!!!!,1,Negativ,-0.09047619047619047,Negativ
Krankenhaus Winsen,"DR. Klemm ist der beste Gynäkologen der Welt . Wenn man man ihn als Arzt hat und sein tolles Op-team , dann ist man in den Besten Händen und hat danach kaum Schmerzen . Vielen Dank für Alles. Ich bin sehr glücklich und kann allen Frauen diesen Arzt nur empfehlen. Fürsorge,  Kompetenz und Verständnis wird hier sehr gross geschrieben.  Das Sekretariatteam von Dr. Klemm ist sehr freundlich, sowie die Hebammen im Kreißsaal . Auch wenn Dr Klemm mal nicht im Hause sein sollte , gibt es hier zwei Oberärztinnen Frau Dr. Rieckmann und Frau Dr. Popal die auch total empfehlenswert sind.  Das Stationsteam ist überwiegend freundlich.  Ich würde die Gynäkologie-und Geburtshilfeabteilung im Krankenhaus Winsen nur empfehlen !!! Vielen Dank für Alles !",5,Positiv,0.62,Positiv
Krankenhaus Winsen,Die gehen dort Garnicht vor Corona waren die Mitarbeiter und Ärzte unmotiviert und jetzt fühlt man sich wirklich in einem 3 Welt Krankenhaus. Ich muss schon sagen das ich in unserem Land was besseres gewohnt war . Mann sollte diese Erfahrung teilen weil wenn niemand was sagt bleiben die wie sie sind . Hoffe auf Besserung.,1,Negativ,0.2125,Positiv
Krankenhaus Winsen,"Falls euch euer Leben was wert ist dann kann ich dieses Krankenhaus ABSOLUT NICHT EMPFEHLEN !!!  Falls euch euer Leben egal ist, kann ich dieses Krankenhaus sehr empfehlen..  So ein Krankenhaus gehört geschlossen und es ist eine Frechheit... Mit Menschenleben wird nicht gespielt",1,Negativ,0.4,Positiv
Krankenhaus Winsen,"Ich möchte mich rund um das Ärzteteam von Dr. Meisel für einen kompetenten und chirurgisch gut durchgeführten Eingriff am Kopf bedanken. Das „Vorzimmer-Team“ hat mir gut bei den Formalitäten mit der Krankenkasse geholfen, Narkoseärzte und Personal sehr nett. Zum Schmunzeln, die ständige Angst der Operateure das falsche Bein, Arm etc. zu Behandeln ( beobachtet bei Mitpatienten). Jetzt wird mit dickem Filzer markiert und natürlich gefühlte 10x gefragt. Auch mein Kopf wurde mit E......g 3000 eingekreist. Gut, dass man nur einen Kopf hat. Wurde bis jetzt 3x im Krankenhaus Winsen operiert und bin immer zufrieden rausgekommen. Die Mittel, sprich die Geräte, sind moderner geworden und das ist auch gut so. Kleine Anmerkungen: am Zeitmanagement könnte noch ein bisschen gefeilt werden, um unnütze Wartezeiten zu vermeiden. Das ist zu Corona-Zeiten zuträglich. Vielen Dank allen, somit mit freundlichem Gruß Michael Kleinlercher",5,Positiv,0.4356060606060606,Positiv
Krankenhaus Winsen,Die Ärzte waren sehr freundlich. Leider wurde ich nicht behandelt obwohl ich mit Husten in die Notaufnahme gekommen bin (was laut Google ein Symtom für baldigen Herztod ist) Ich hoffe das den Mitarbeitern beim Einkaufen ein Radieschen auf den Kopf fällt.,4,Positiv,0.85,Positiv
Krankenhaus Winsen,"Man bekommt einen Termin und dann läuft alles reibungslos. Die Anmeldung, die Schwestern und die Ärzte sind alle sehr nett und kompetent.",5,Positiv,0.5,Positiv
Krankenhaus Winsen,"Im Januar 2017 bekam ich ein neues Kniegelenk rechts. Wie sich zeigte, hatte ich danach ein X-Bein und mein rechter Fuß zeigte nach außen. Ich bin dann zu einem Spezialisten in der Arthro-Clinik Hamburg gekommen. Er bat mich, noch einmal mit den Orthopäden im Kh-Winsen zu sprechen. Was ich dort erfahren habe: ""Haben Sie schon mal auf der Straße gesehen, wieviele Leute dort humpelig gehen? Das sind ja nur fünf Grad nach außen. Und ja, das kann man korrigieren, aber das ist wieder eine große OP. Und das ist ja erst 16 Monate her. Können Sie noch ein wenig warten? Wenn innerhalb von 24 Monaten zweimal operiert wird, ist das nicht gut für unser Immage."" Ich sollte auf das Immage Rücksicht nehmen, aber auf meine Schmerzen wurde keine Rücksicht genommen! Mein Knie wurde dann in Hamburg zu meiner Zufriedenheit korrigiert.",2,Negativ,0.18333333333333335,Positiv
Krankenhaus Winsen,Sehr nettes Personal! Den Umständen entsprechend ein guter Aufenthalt.,5,Positiv,1.0,Positiv
Krankenhaus Winsen,"Ich war vom 29.7.2020 bis zum 4.8.2020 im KH Winsen. Zwecks einer Magenbypass OP. Ich fühlte mich sehr gut aufgehoben dort. Bei Schmerzen kam sofort der Narkosearzt und gab Schmerzmittel. Es ist alles sehr gut verheilt. Und gut 50 kg sind schon weg. Ich finde es sind dort sehr hilfsbereite, kompetente Ärzte, Ernährunsberatung, Schwestern und viele mehr. Ich dachte schon man hätte sich vertan und ich wäre in einem privaten Zimmer gelandet, da es so warm war, fragte ich nach Eiswürfel, ich bekam welche. Egal wann ich danach fragte.  Im Februar war ich 2 Wochen dort allerdings auf einer anderen Station weil ich offene Beine und vereiterte Wunden hatte. Man entdeckte einen bösen Keim. Da man es so schnell entdeckte, ging der Keim nicht weiter, ich bekam 3 mal am Tag Antibiotika Infusionen , sonst hätte man meinen linken Fuss abnehmen müssen. Ich kann das Krankenhaus mit gutem Gewissen weiterempfehlen",5,Positiv,0.2692307692307692,Positiv
Krankenhaus Winsen,"Bei der nächsten Schittverletzung meines Mannes, die genäht werden muss, werde ich definitiv einen RTW rufen! Bei -6 Grad hat man mich vor die Tür gesetzt. Corana hin oder her, dann muss man halt einen Schnelltest machen. Das geht meiner Meinung nach nicht. Da wir 40km von unserem Wohnort bis ins nächste Kh haben. Sein Aufenthalt hat 3 Stunden gedauert und da waren es schon -9 Grad!",1,Negativ,0.11666666666666665,Positiv
Krankenhaus Winsen,"Liebe Rettungssanitäter, Ärzte und Stationsschwestern, die mich am 29. und 30.08. nach einem allergischen Schock schnell und gut wieder stabilisiert haben! Ihr ward kompetent, super nett und ich fühlte mich rundum gut versorgt! Das war echt spitze- herzlichen Dank!",5,Positiv,0.9666666666666667,Positiv
Krankenhaus Winsen,"Nachdem ich die 116117 angerufen hatte und die mich in die Notaufnahme Krankenhaus Winsen geschickt hatten, wurde mir zunächst Blut abgenommen und ein EKG gemacht. Als ich nun überwiegend alleine 5 Stunden im Wartezimmer saß und auf irgendeine Information wartete, sollte ich unterschreiben gegen ärztlichen Rat das KH verlassen zu wollen. Nach einer weiteren Stunde bemerkte ich immer noch eine Nadel im Arm. Ich hörte nebenbei, dass den Mitarbeitern mein Lovoo Dating Account bekannt ist, selbst das war nicht für meine Ohren bestimmt. Ich bat nun die Mitarbeiterin mir doch endlich mal die Nadel aus dem Arm zu ziehen. Dies tat sie dann auch. Dann wieder Wartezimmer. Nach Hause schickte mich immer noch keiner. Ich hab selber Zivildienst im Krankenhaus Buchholz absolviert, so etwas habe ich noch nie erlebt. Mittlerweile warte ist es 23:24 Uhr. Ich war um 17:20 eingetroffen. Was ist hier im Krankenhaus Winsen los? Ich wünschte noch Guten Rutsch, nichts kam zurück  Julian",1,Negativ,-0.11923076923076922,Negativ
Krankenhaus Winsen,Der allerletzte Laden! Allerletzte! Wirklich allerletzte.,1,Negativ,0.3333333333333333,Positiv
Krankenhaus Winsen,Ich kann nur positives berichten. Super nettes und hilfsbereites Personal. Ich habe mich jederzeit gut aufgehoben gefühlt.,5,Positiv,0.6666666666666666,Positiv
Krankenhaus Winsen,Super Krankenhaus und mega tolles Klinikpersonal!,5,Positiv,1.0,Positiv
Krankenhaus Winsen,Das Mann nicht Mal als Ehe Mann! seine Frau in der Klinik odenlich abliefern darf das sie ein Ausweis hat mit Begleitung das indiskret keinen vorne am  enfang Mann kann wieder kommen wenn Besuchzeit ist das war's und schicken dann einfach ein nach Hause .,1,Negativ,0.0,Negativ
Krankenhaus Winsen,"Mit Abstand das schlechteste Krankenhaus in Deutschland!!!  Zentrale Notaufnahme : borniert, blasiert und Gefühlsduselig!!",1,Negativ,-0.2333333333333333,Negativ
Krankenhaus Winsen,"Ich bin enttäuscht von der Entbindungsstation. Es ist unser erstes Kind gewesen. Meine Frau ist das Stillen aufgenötigt worden und ihr wurde erst ein Stillhütchen gegeben als alles schon entzündet/wund und schmerzhaft war. Sie hat geweint durch die Schmerzen, wenn sie stillen musste bzw nur daran dachte. Ausserdem wurde die Hüftschallung am Baby weder gemacht noch gefragt ob sie gemacht werden sollte, obwohl das gesetzlich vorgeschrieben ist.(sonst hätte sie garnicht entlassen werden dürfen). Dazu wurden falsche Tabletten dem Baby gegeben. Der Kinderarzt ist entsetzt gewesen. Ich hätte am liebsten 0 Sterne gegeben...",1,Negativ,-0.5111111111111111,Negativ
Krankenhaus Winsen,"Ich habe Ende Oktober 2019 dort eine neue Knieprothese bekommen. Es hat mir sehr gut gefallen!  Sehr gute ärztliche Betreuung. Das Pflegepersonal war IMMER sehr freundlich und hilfsbereit,  auch dann wenn viel zu tun war. Ich wurde mit meinem Schmerzen nie  alleine gelassen. Auch das Essen war sehr gut!",4,Positiv,0.611111111111111,Positiv
Krankenhaus Winsen,"Also ich kann wirklich nur Gutes von diesem  Krankenhaus berichten..ich habe im August 2018 und Juli 2020 hier entbunden und war wirklich begeistert, wie freundlich und hilfsbereit alle sind. Wir hatten tolle Krankenschwestern und noch tollere Hebammen - weiter so, vielen Dank !!",5,Positiv,0.5,Positiv
Krankenhaus Winsen,Sehr guter und verlässlicher Service,4,Positiv,1.0,Positiv
Krankenhaus Winsen,Weitestgehend gute Erfahrungen hat meine Frau bei mehreren Aufenthalten  gemacht.,4,Positiv,1.0,Positiv
Krankenhaus Winsen,Das Personal ist freundlich aber die Wartezeiten sind die Hölle. Obwohl man starke Schmerzen hat wird man 6 Stunden lang warten gelassen. Klar kann sein das dass Personal fehlt. Sollte aber für mich kein Grund sein dafür viel Verständnis zu haben. Holt die Ärzte halt ran und erweckt Lösungen für die schlechte Situation. An normalen WLAN/Netz Empfang hat man damals beim modernisieren auch nicht gedacht. Hauptsache es befinden sich überall Automatiktüren.,1,Negativ,0.3428571428571429,Positiv
Krankenhaus Winsen,Ein Ort wo man nicht hin will aber wenn man ihn braucht froh ist das es ihn gibt. Gut zu erreichen und gute Parkplätze.,4,Positiv,1.0,Positiv
Krankenhaus Winsen,"Vater kommt mit schweren Schmerzen ins KH, ""da können wir auch nicht viel machen"". Nach zwei Stunden und fortwährenden Schmerzen wurde er wieder entlassen. Danke für Nichts.",1,Negativ,-0.2333333333333333,Negativ
Krankenhaus Winsen,"Immer freundlich am Telefon , nehmen sich Zeit auch in Korona Zeiten. Bemühen sich Patienten und Angehörige unter einen Hut zu bekommen. Vielen Dank dafür.",5,Positiv,0.0,Negativ
Krankenhaus Winsen,"Absolut katastrophale ZNA, so etwas unfreundliches habe ich bisher nicht erlebt.  Ich kam mit einem komplizierten mehrfachen Bruch im Fuß, das ich starke Schmerzen hatte, war kaum zu übersehen.  Nach 5 Stunden Wartezeit (da kann nun niemand etwas dafür) war ich endlich dran. Erst falsch geröntgt, dann nochmal warten auf die 2. Runde. Ärzte freundlich, die Schwestern unter aller S.... Der Arzt fragt mich im beisein einer Schwester ob ich schon Schmerzmittel bekommen habe, ich verneinte das, die Schwester im O Ton ohne das sie fragen kriegen Sie hier gar nichts. Aha ... ja sehr freundlich.  Zum krönenden Abschluss hat man mich um 24:30 Uhr mit Krücken bewaffnet vor die Tür gestellt.",1,Negativ,0.18888888888888888,Positiv
Krankenhaus Winsen,Sehr freundliches Personal und Ärzte. Ich wurde mit meinen Sohn sehr nett empfangen und ihn wurde alles sehr kinderfreundlich erklärt und gezeigt. Ich habe mich mit meinen Sohn sehr gut aufgehoben gefühlt im HNO Bereich. Tolles Team und tolle zusammen arbeit 👍,5,Positiv,1.0,Positiv
Krankenhaus Winsen,Alles sehr Professionell...sehr nette Mitarbeiter und Ärzte.,5,Positiv,1.0,Positiv
Krankenhaus Winsen,"Ich war aufgrund starker Schmerzen im Bauchbereich eingeliefert worden, wobei die Ärzte „feststellten“ bzw. sich täuschten, dass mein Blinddarm entfernt werden muss. Ich wurde operiert, der Blinddarm wurde entfernt und letztendlich stellte sich heraus, dass es nicht der Blinddarm war und die Schmerzen somit weiterhin bestanden. Letztendlich musste ich das Krankenhaus wechseln, um eine anständige Diagnose zu kriegen. Nicht zu empfehlen!!!",1,Negativ,0.2,Positiv
Krankenhaus Winsen,"Mit Fraktur rein, als Krüppel raus. Katastrophal. Meiden wie die Pest!",1,Negativ,0.0,Negativ
Krankenhaus Winsen,Tja ich kann leider nichts gutes sagen. Meine oma wurde dort operreiert und dann kam einfach ne Fehldiastozierung. und meine mutter wurde dort Operriert und tja sie haben einfach falsch operreiert das alles noch schimmer wurde sogar noch schlimmer als es schon war!!!!! dann wurde meine mutter in eine neue Klinik geschleppt und da war die Operation erfolgreich. Nicht zu empfehlen,1,Negativ,0.33999999999999997,Positiv
Krankenhaus Winsen,"Ich für meinen Teil, kann nur gut über dieses Krankenhaus sprechen. Ich habe mir vor ein paar Monaten meinen rechten Obeschenkelknochen gebrochen und wurde hier operiert. Die Ärzte haben einen fantastischen Job gemacht und das Personal auf der Station hat sehr zur guten Genesung beigetragen.",5,Positiv,0.6666666666666666,Positiv
Krankenhaus Winsen,Bin begeistert 😉👍 Am frühen Morgen des 01.01.2020 Ging alles recht zügig 1. Anmeldung 2. Besprechung/Aufnahme des Unfalls 3. Besprechung mit behandelnden Arzt 4. Röntgen 5. Befund Rippenfraktur 6. Ultraschall der umliegenden Organe 7. Besprechen/Auswertung mit behandelnden Arzt  nach nicht einmal 2Stunden war ich fertig und hatte meinen Befund für den Hausarzt + Rezept für Schmerzmittel in der Hand...  So soll es sein 🌠🌠🌠🌠🌠,5,Positiv,0.0,Negativ
Krankenhaus Winsen,"Ich wurde wurde vor kurzem dort behandelt weil mir Adern in der Nase aufgeplatzt sind. Diese wurden verödet. Nach wenigen Tagen ist das wieder auf gegangen. Jeder Facharzt und auch jemand am Telefon sagte mir ich soll wieder dorthin gehen.  Nach 3 Stunden Wartezeit wird mir von der Ärztin gesagt, dass sie mich nicht behandelt weil so viel los ist und es kein dringender Fall ist  Bodenlose Frechheit, so eine schlechte Organisation habe ich noch nie gesehen...",1,Negativ,-0.1,Negativ
Krankenhaus Winsen,"Sehr nettes & geduldiges Personal, sowie verständnissvollen Mitarbeiter. Ein Danke dafür von mir^^",5,Positiv,0.5,Positiv
Krankenhaus Winsen,Ich wurde sehr sehr gut behandelt. Von der Aufnahme bis zur Behandlung auf Station habe ich mich sehr wohl gefühlt und wurde professionell und stets freundlich behandelt.,5,Positiv,1.0,Positiv
Krankenhaus Winsen,"Sehr nette und kompetente Mitarbeiter, man wird sehr freundlich empfangen und behandelt, lediglich die Wartezeiten am Aufnahmetag, waren sehr lange, was aber bei so vielen Patienten verständlich ist. Ich war in der HNO-Abteilung, dort waren alle sehr lieb und zuvorkommend, die Zimmer waren wie normale Krankenzimmer, mit ungewöhnlich bequemen Betten. Das Essen war ganz okay und der kostenlose Kaffee/Tee war super lecker! Mir ging es nach der Operation ungewöhnlich gut und bin sehr zufrieden mit dem Krankenhaus. Ich würde auf jeden Fall erneut dahin!",4,Positiv,0.65,Positiv
Krankenhaus Winsen,"War am 1.April eine Woche zur OP im Krankenhaus auf der Gynäkologischen Abteilung und war super zufrieden.  Die Ärzte und die Schwestern waren alle sehr besorgt,  lieb und nett. Habe mich sehr wohl gefühlt und würde jederzeit wieder hin gehen...zu empfehlen 😉👍",5,Positiv,0.6666666666666666,Positiv
Krankenhaus Winsen,Dieses Krankenhaus ist nicht weiter zu empfehlen das was sich die Ärtzte leisten und Schwestern ist nicht mehr akzeptabel .Mehrmals gesagt das eine ältere Person Allergisch reagiert auf bestimmte Mittel trotzdem wurde das verabreicht .Das Krankenhaus ist do wie ein Schlachthof ich würde noch nicht mal ein Tier denen anvertrauen und sowas nennt man ein Krankenhaus im 20 Jahrhundert .,1,Negativ,0.1875,Positiv
Krankenhaus Winsen,Unfreundlich,2,Negativ,-1.0,Negativ
Krankenhaus Winsen,"Das Krankenhaus Winsen Luhe hätte von mir eigentlich keinen einzigen Stern verdient.....Das kann man auch das Krankenhaus des Grauen nennen 5 Stunden Wartezeit auf ein CT (Computer Tomografie). Mehr als unfreundliches, pammpiges Personal, sowas von uneinsichtig, überfordert und alles andere als Patientenfreundluch....Meiner Meinung nach würde ich in jedes andere Krankenhaus gehen. Der Tag war echt sowas von vergolden. Desweiteren würden nächste Schritte nicht vernünftig weitergereicht, man wird auf Anfrage ständig vertröstet. NIE WIEDER !!!😠😠😠.    🤮🤮🤮🤬🤬🤬",1,Negativ,-0.11666666666666665,Negativ
Krankenhaus Winsen,"Ich kann nur für Station 11b reden, aber dort findet man freundliches und verständnisvolles Personal, das einem den Aufenthalt so angenehm wie möglich macht. Ich habe mich immer sehr wohl gefühlt. Man merkt den Schwestern an, dass sie ihren Job gern und aus Überzeugung machen.",5,Positiv,0.3333333333333333,Positiv
Krankenhaus Winsen,Notaufnahme sehr freundlich und bemüht. Ich war schon paar mal dort und wurde dort auch operiert. Alles gut. Es war immer alles wie es soll sein. Schnell. Unkompliziert. Gut. DANKE.,5,Positiv,0.425,Positiv
Krankenhaus Winsen,Ich bin mit Verbrennungen 3.Grades ins Krankenhaus geliefert worden und musste gesamte 3 !!! Stunden warten bis ein Arzt gekommen ist und mich behandelt hat !! Frechheit ! Das gesamte Personal ist unfreundlich und anscheinend hat niemand einen Plan was sie dort machen !  In diesem Krankenhaus kommt man aufjedenfall nicht gesund wieder raus!  Lieber alternativen suchen,1,Negativ,-0.08333333333333333,Negativ
Krankenhaus Winsen,"Also ich bin sehr zufrieden mit dem Krankenhaus Winsen! Parkplätze vor der Tür!  Hier ist alles und sehr nettes Pflegepersonal ! Die Kantine ist auch sehr gut. Das Essen schmeckt hier auch noch, was nicht selbstverständlich ist in anderen Krankenhäuser!",4,Positiv,0.4,Positiv
Krankenhaus Winsen,"An alle Frauen Aufpassen!!!! Vor dem Arzt. Christoph Chwilka.  1. Ist der der unsympathischste Arzt der mir über den Weg gelaufen ist. Er streitet sich mit mir ohne Grund  2. Er hört mir nicht zu was ich sage, er macht, was er möchte mit mir. Er lässt mich mit sehr starken Schmerzen einfach links liegen und haut sofort ab. Reden wollte er anscheinend nicht mit mir. Als ich eine Sache nachgefragt habe, ist er stinksauer geworden. Hauptsache er kann wieder in seine Pause gehen.  Die anderen Ärzte sind aber super. Ich vergebe sehr ungerne 1 Stern, wegen dem sonst sehr nettem Personal.",1,Negativ,0.2076923076923077,Positiv
Krankenhaus Winsen,Personal immer sehr freundlich. Notfallpraxis recht voll...... Aber was will man machen wenn so viele Leute kommen die auch montags zum Hausarzt gehen könnten! Ich kann das KHW weiterempfehlen.,5,Positiv,0.25,Positiv
Krankenhaus Winsen,Moin Ich bin nach meiner Kreuzband am 4.11.19. sehr zufrieden . Das gesamte Personal war freundlich und zuvorkommend . Dr. Mouzsi hat seine Arbeit auch gut gemacht . Einen Stern ziehe ich für teilweise lange Wartezeiten und der total veralteten Fernsehtechnik ab .  Aber ich war ja nicht zum fernsehgucken da sondern wegen meinem Knie und das funktioniert wieder  Super . Danke dafür liebe Winsener . Falls ihr euch noch erinnert  . Liebe Grüsse an die Station 6 B,4,Positiv,0.39375000000000004,Positiv
Krankenhaus Winsen,"Mir wurde das Krankenhaus durch meinen HNO Arzt empfohlen. Ich war für drei Tage dort und wurde an meinen Nasenmuscheln operiert. Die Krankenschwestern waren alle sehr nett zu mir und auch die OP verlief gut. Was ich kritisiere ist, dass alles etwas chaotisch ablief. Ich sollte gegen 11:00 Uhr operiert werden. Um 15:00 Uhr kam dann endlich jemand aufs Zimmer und wollte mich abholen. Leider wurde mir nicht Bescheid gegeben so dass ich noch nicht umgezogen war. Die Kommunikation im Krankenhaus könnte besser sein. Auch die Absprache unter den Krankenschwestern und den Ärzten. Ich würde wieder ins Krankenhaus gehen. 4 Sterne.",4,Positiv,0.09090909090909091,Positiv
Krankenhaus Winsen,Empfehle dieses Krankenhaus nicht mal meinen schlimmsten feinden weiter. Das komplette personal ist schlecht und inkompetent. Man kommt schlechter raus als man reingeht  Lieber 15 km mehr investieren als ins Krankenhaus Winsen zu fahren,1,Negativ,-0.5,Negativ
Krankenhaus Winsen,"Dr. Chwilka ist sehr grob und unsensibel. Er hat mich nicht aussprechen lassen und hat ohne mir zu antworten mit dem nächsten Patienten weiter gemacht. Mit meiner Zimmerpartnerin, die nicht gut deutsch sprechen konnte, hat er kaum geredet und obwohl sie mehrmals gesagt hat, dass Sie Schmerzen ist er weg gegangen und ein anderer Arzt hat sich dann später um sie gekümmert.",1,Negativ,-0.3666666666666667,Negativ
Krankenhaus Winsen,"Sehr unfreundliche Krankenschwestern und unheimlich schlechte medizinische Behandlung, komplette Unwissenheit bei den Ärzten. Trotz starker Schmerzen keine vernünftigen Schmerzmittel. Der größter negativ Punkt ist dieses ungemeine herauszögern des Aufenthalt durch fehlende Planung und Kompetenz.",1,Negativ,-0.6333333333333333,Negativ
Krankenhaus Winsen,"Ich bin mega enttäuscht. Dreckiges Zimmer, unfreundliches Personal. Keiner geht aus Spaß ins Krankenhaus.😤",1,Negativ,-0.6666666666666666,Negativ
Krankenhaus Winsen,"Wow, sowas nennt sich Spital? :) Bin mit die stärksten schmerzen hin, leider ohne Termin. 3st wartezeit, kann ich auch verstehen, dann aber zu einer Ärztin rein die mehr als  Unfreundlich und schlecht drauf auf mich gewartet hat. 2-3 Zettel in die Hand gegeben, wir machen sowas hier nicht, da müssen Sie wo anders hin und ein Rezept hab ich auch bekommen, ohne das wir wissen was mit mir los ist. Jetzt und nie wieder mehr.  Wer immer für dieses Krankenhaus zuständig ist gehört gefeuert ! Sie müssen verstehen es geht hier um MENSCHENLEBEN !!  Habe auch nur schlechtes von diesen PSEUDO-Krankenhaus gehört.. angeblich werden die patienten von das personal angesteckt usw....",1,Negativ,-0.28125,Negativ
Krankenhaus Winsen,"Nach meiner Brustkrebs Diagnose musste ein Port von den Chirurgen dort eingesetzt werden. Der arrogante Oberarzt Dr.Abo - Dalo hatte gar keine Lust zur Aufklärung! ""Wir haben hier nicht auf Sie gewartet "",bekam ich zu hören ,als ich nach einer Terminalternative fragte, den der op Termin war ausgerechnet mein Geburtstag. WER EINEN PORT BRAUCHT, GEHT BESSER WOANDERS HIN! Die Port Op wurde ohne Narkose gemacht.Als es Komplikationen gab und ich Schmerzen hatte, klapperten meine Knie und die Zähne. Ich fragte nach einer Kurznarkose,bis sie endlich fertig wären.""Nein, dann müssen sie ja hinterher so lange überwacht werden und wir machen das hier immer so"". bekam ich zur Antwort.  Seitdem drückt der Port auf einen Nerv und ich habe ständig Schmerzen! Braucht man gar nicht zur Krebstherapie dazu. DIE CHIRURGIE IST AN ARROGANZ NICHT ZU ÜBERBIETEN.  NIE WIEDER GEHE ICH IN DIESES  KRANKENHAUS! Vor Ende der Chemotherapie wurde der Port in einem anderen Krankenhaus entfernt, weil es nicht mehr auszuhalten war. Unter Kurznarkose und Kopfschütteln der Ärzte dort über diese ganze Geschichte! Noch ein Nachtrag nach einem Jahr: nach wie vor habe ich Schwierigkeiten mit dem rechten Arm! Leider bin ich nicht im Rechtschutz, denn ich würde sehr gerne auf Schadensersatz klagen!",1,Negativ,-0.1875,Negativ
Krankenhaus Winsen,"Wer immer plant sich hier operieren zu lassen, bitte Stopp 🛑✋🏽  Ich wurde mit einer Fehldiagnose und einer Einweisung für eine Septumdeviation hier behandelt. Beim Gespräch mit dem GESAMTEN FACHÄRZTETEAM habe ich dann zwei weitere OPs auferlegt bekommen, sodass dann zur Problembehebung ganze drei Operationen an der Nase gemacht wurden. 6 Monate ist das jetzt her und meine Beschwerden sind immer noch die selben plus dass ich jetzt nicht mehr atmen kann, meine Nase weh tut und ich dauerhaft Kopfweh habe wegen der OP. Ich bin 22 Jahre alt und dieses Krankenhaus bringt mich um - meine Lebensqualität ist nie wieder die selbe und keiner ist verantwortlich vor Ort! Ärzte meinten sogar ich soll jetzt halt durch den Mund atmen... ?!??!!??!? Dieses Krankenhaus gehört geschlossen und die Chirurgen wie Chefärzte verklagt. Leider geht das nur nicht :-((",1,Negativ,0.0625,Positiv
Krankenhaus Winsen,"Ich bin zugegeben am Wochenende in der Notaufnahme gewesen. Zur Zeit liege ich hier stationär. Das man da einige Stunden warten muss ist wohl hinzunehmen. Nachdem ich dann sehr schleppend und schnippisch behandelt wurde, ( ein Lichtblick war ein syrischer Arzt!!)  wurde ich stationär aufgenommen. Am nächsten Morgen sollte ich gegen 10 zum Röntgen um 15 Uhr warte ich immer noch. Ich bin drauf und dran das Krankenhaus zu verlassen!",1,Negativ,-0.09999999999999999,Negativ
